0,wrd_length,total_char,syl_count,syl_sum,sentiment
"Who are you, and why do you seek me?""","[3, 3, 3, 3, 3, 2, 3, 4, 2]",26,[1 1 1 1 1 1 1 1 1],9,0.0
"Now the Scarecrow, who had expected to see the great Head Dorothy had told him of, was much astonished; but he answered her bravely.","[3, 3, 9, 3, 3, 8, 2, 3, 3, 5, 4, 7, 3, 4, 3, 2, 3, 4, 10, 3, 2, 8, 3, 7]",105,[1 1 3 1 1 2 1 1 1 2 2 3 1 1 1 1 1 1 3 1 1 2 1 3],36,0.425
"""I am only a Scarecrow, stuffed with straw.","[1, 2, 4, 1, 9, 7, 4, 5]",33,[1 1 2 1 3 1 1 1],11,0.0
"Therefore I have no brains, and I come to you praying that you will put brains in my head instead of straw, so that I may become as much a man as any other in your dominions.""","[9, 1, 4, 2, 6, 3, 1, 4, 2, 3, 7, 4, 3, 4, 3, 6, 2, 2, 4, 7, 2, 5, 2, 4, 1, 3, 6, 2, 4, 1, 3, 2, 3, 5, 2, 4, 9]",135,[3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 1 1 1 1 1 1 2 1 1 1 1 1 2 2 1 1 3],47,0.0375
"""Why should I do this for you?""","[3, 6, 1, 2, 4, 3, 3]",22,[1 1 1 1 1 1 1],7,0.0
asked the Lady.,"[5, 3, 4]",12,[1 1 2],4,0.0
"""Because you are wise and powerful, and no one else can help me,"" answered the Scarecrow.","[7, 3, 3, 4, 3, 8, 3, 2, 3, 4, 3, 4, 2, 8, 3, 9]",69,[2 1 1 1 1 3 1 1 1 1 1 1 1 2 1 3],22,0.5
"""I never grant favors without some return,"" said Oz; ""but this much I will promise.","[1, 5, 5, 6, 7, 4, 6, 4, 2, 3, 4, 4, 1, 4, 7]",63,[1 2 1 2 2 1 2 1 1 1 1 1 1 1 2],20,0.2
"If you will kill for me the Wicked Witch of the West, I will bestow upon you a great many brains, and such good brains that you will be the wisest man in all the Land of Oz.""","[2, 3, 4, 4, 3, 2, 3, 6, 5, 2, 3, 4, 1, 4, 6, 4, 3, 1, 5, 4, 6, 3, 4, 4, 6, 4, 3, 4, 2, 3, 6, 3, 2, 3, 3, 4, 2, 2]",133,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 2 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1
 1]",43,0.5
"""I thought you asked Dorothy to kill the Witch,"" said the Scarecrow, in surprise.","[1, 7, 3, 5, 7, 2, 4, 3, 5, 4, 3, 9, 2, 8]",63,[1 1 1 1 3 1 1 1 1 1 1 3 1 2],19,0.0
"""So I did.","[2, 1, 3]",6,[1 1 1],3,0.0
I don't care who kills her.,"[1, 2, 3, 4, 3, 5, 3]",21,[1 1 0 1 1 1 1],6,0.0
But until she is dead I will not grant your wish.,"[3, 5, 3, 2, 4, 1, 4, 3, 5, 4, 4]",38,[1 2 0 1 2 1 1 1 1 1 1],12,-0.2
"Now go, and do not seek me again until you have earned the brains you so greatly desire.""","[3, 2, 3, 2, 3, 4, 2, 5, 5, 3, 4, 6, 3, 6, 3, 2, 7, 6]",69,[1 1 1 1 1 1 1 2 2 1 1 2 1 1 1 1 3 2],24,0.8
"The Scarecrow went sorrowfully back to his friends and told them what Oz had said; and Dorothy was surprised to find that the Great Wizard was not a Head, as she had seen him, but a lovely Lady.","[3, 9, 4, 11, 4, 2, 3, 7, 3, 4, 4, 4, 2, 3, 4, 3, 7, 3, 9, 2, 4, 4, 3, 5, 6, 3, 3, 1, 4, 2, 3, 3, 4, 3, 3, 1, 6, 4]",153,"[1 3 1 4 1 1 1 2 1 1 1 1 1 1 1 1 3 1 2 1 1 1 1 2 2 1 1 1 2 1 0 1 1 1 1 1 3
 2]",52,0.35
"""All the same,"" said the Scarecrow, ""she needs a heart as much as the Tin Woodman.""","[3, 3, 4, 4, 3, 9, 3, 5, 1, 5, 2, 4, 2, 3, 3, 7]",61,[1 1 1 1 1 3 0 1 1 2 1 1 1 1 1 2],19,0.1
"On the next morning the soldier with the green whiskers came to the Tin Woodman and said:  ""Oz has sent for you.","[2, 3, 4, 7, 3, 7, 4, 3, 5, 8, 4, 2, 3, 3, 7, 3, 4, 2, 3, 4, 3, 3]",87,[1 1 1 2 1 3 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1],27,-0.1
"Follow me.""","[6, 2]",8,[2 1],3,0.0
So the Tin Woodman followed him and came to the great Throne Room.,"[2, 3, 3, 7, 8, 3, 3, 4, 2, 3, 5, 6, 4]",53,[1 1 1 2 2 1 1 1 1 1 2 1 1],16,0.8
"He did not know whether he would find Oz a lovely Lady or a Head, but he hoped it would be the lovely Lady.","[2, 3, 3, 4, 7, 2, 5, 4, 2, 1, 6, 4, 2, 1, 4, 3, 2, 5, 2, 5, 2, 3, 6, 4]",82,[1 1 1 1 2 1 1 1 1 1 3 2 1 1 2 1 1 1 1 1 1 1 3 2],32,0.5
"""For,"" he said to himself, ""if it is the head, I am sure I shall not be given a heart, since a head has no heart of its own and therefore cannot feel for me.","[3, 2, 4, 2, 7, 2, 2, 2, 3, 4, 1, 2, 4, 1, 5, 3, 2, 5, 1, 5, 5, 1, 4, 3, 2, 5, 2, 3, 3, 3, 9, 3, 3, 4, 3, 2]",115,[1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 2 1 2 1 1 2 1 1 2 1 1 1 1 3 1 1 1 1 1],44,0.55
"But if it is the lovely Lady I shall beg hard for a heart, for all ladies are themselves said to be kindly hearted.""","[3, 2, 2, 2, 3, 6, 4, 1, 5, 3, 4, 3, 1, 5, 3, 3, 6, 3, 10, 4, 2, 2, 6, 7]",90,[1 1 1 1 1 3 2 1 1 1 1 1 1 2 1 1 2 1 2 1 1 1 2 2],32,0.269444444444
"But when the Woodman entered the great Throne Room he saw neither the Head nor the Lady, for Oz had taken the shape of a most terrible Beast.","[3, 4, 3, 7, 7, 3, 5, 6, 4, 2, 3, 7, 3, 4, 3, 3, 4, 3, 2, 3, 5, 3, 5, 2, 1, 4, 8, 5]",112,[1 1 1 2 2 1 2 1 1 1 1 2 1 2 1 1 2 1 1 1 2 1 1 1 1 1 2 2],37,0.1
"It was nearly as big as an elephant, and the green throne seemed hardly strong enough to hold its weight.","[2, 3, 6, 2, 3, 2, 2, 8, 3, 3, 5, 6, 6, 6, 6, 6, 2, 4, 3, 6]",84,[1 1 3 1 1 1 1 3 1 1 1 1 1 2 1 2 1 1 1 1],26,0.0583333333333
"The Beast had a head like that of a rhinoceros, only there were five eyes in its face.","[3, 5, 3, 1, 4, 4, 4, 2, 1, 10, 4, 5, 4, 4, 4, 2, 3, 4]",67,[1 2 1 1 2 1 1 1 1 4 2 1 1 1 0 1 1 1],23,0.0
"There were five long arms growing out of its body, and it also had five long, slim legs.","[5, 4, 4, 4, 4, 7, 3, 2, 3, 4, 3, 2, 4, 3, 4, 4, 4, 4]",68,[1 1 1 1 1 2 1 1 1 2 1 1 2 1 1 1 1 1],21,-0.05
"Thick, woolly hair covered every part of it, and a more dreadful-looking monster could not be imagined.","[5, 6, 4, 7, 5, 4, 2, 2, 3, 1, 4, 16, 7, 5, 3, 2, 8]",84,[1 2 1 2 3 1 1 1 1 1 1 5 2 1 1 1 3],28,0.1
"It was fortunate the Tin Woodman had no heart at that moment, for it would have beat loud and fast from terror.","[2, 3, 9, 3, 3, 7, 3, 2, 5, 2, 4, 6, 3, 2, 5, 4, 4, 4, 3, 4, 4, 6]",88,[1 1 3 1 1 2 1 1 2 1 1 2 1 1 1 1 2 1 1 1 1 2],29,0.233333333333
"But being only tin, the Woodman was not at all afraid, although he was much disappointed.","[3, 5, 4, 3, 3, 7, 3, 3, 2, 3, 6, 8, 2, 3, 4, 12]",71,[1 1 2 1 1 2 1 1 1 1 2 2 1 1 1 3],22,-0.45
"""I am Oz, the Great and Terrible,"" spoke the Beast, in a voice that was one great roar.","[1, 2, 2, 3, 5, 3, 8, 5, 3, 5, 2, 1, 5, 4, 3, 3, 5, 4]",64,[1 1 1 1 2 1 2 1 1 2 1 1 1 1 1 1 2 1],22,0.2
"""Who are you, and why do you seek me?""","[3, 3, 3, 3, 3, 2, 3, 4, 2]",26,[1 1 1 1 1 1 1 1 1],9,0.0
"""I am a Woodman, and made of tin.","[1, 2, 1, 7, 3, 4, 2, 3]",23,[1 1 1 2 1 1 1 1],9,0.0
"Therefore I have no heart, and cannot love.","[9, 1, 4, 2, 5, 3, 3, 3, 4]",34,[3 1 1 1 2 1 1 1 1],12,0.5
"I pray you to give me a heart that I may be as other men are.""","[1, 4, 3, 2, 4, 2, 1, 5, 4, 1, 3, 2, 2, 5, 3, 3]",45,[1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1],18,-0.125
"""Why should I do this?""","[3, 6, 1, 2, 4]",16,[1 1 1 1 1],5,0.0
demanded the Beast.,"[8, 3, 5]",16,[2 1 2],5,0.0
"""Because I ask it, and you alone can grant my request,"" answered the Woodman.","[7, 1, 3, 2, 3, 3, 5, 3, 5, 2, 7, 8, 3, 7]",59,[2 1 1 1 1 1 2 1 1 1 2 2 1 2],19,0.0
"Oz gave a low growl at this, but said, gruffly: ""If you indeed desire a heart, you must earn it.""","[2, 4, 1, 3, 5, 2, 4, 3, 4, 7, 2, 3, 6, 6, 1, 5, 3, 4, 4, 2]",71,[1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 2 1 1 2 1],24,0.0
"""How?""",[3],3,[1],1,0.0
asked the Woodman.,"[5, 3, 7]",15,[1 1 2],4,0.0
"""Help Dorothy to kill the Wicked Witch of the West,"" replied the Beast.","[4, 7, 2, 4, 3, 6, 5, 2, 3, 4, 7, 3, 5]",55,[1 3 1 1 1 1 1 1 1 1 2 1 2],17,0.0
"""When the Witch is dead, come to me, and I will then give you the biggest and kindest and most loving heart in all the Land of Oz.""","[4, 3, 5, 2, 4, 4, 2, 2, 3, 1, 4, 4, 4, 3, 3, 7, 3, 7, 3, 4, 6, 5, 2, 3, 3, 4, 2, 2]",99,[1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 2 2 1 1 1 1 1 1],33,0.3
So the Tin Woodman was forced to return sorrowfully to his friends and tell them of the terrible Beast he had seen.,"[2, 3, 3, 7, 3, 6, 2, 6, 11, 2, 3, 7, 3, 4, 4, 2, 3, 8, 5, 2, 3, 4]",93,[1 1 1 2 1 1 1 2 4 1 1 2 1 1 1 1 1 2 2 1 1 1],30,-0.65
"They all wondered greatly at the many forms the Great Wizard could take upon himself, and the Lion said:  ""If he is a Beast when I go to see him, I shall roar my loudest, and so frighten him that he will grant all I ask.","[4, 3, 8, 7, 2, 3, 4, 5, 3, 5, 6, 5, 4, 4, 7, 3, 3, 4, 4, 2, 2, 2, 1, 5, 4, 1, 2, 2, 3, 3, 1, 5, 4, 2, 7, 3, 2, 8, 3, 4, 2, 4, 5, 3, 1, 3]",168,"[1 1 2 3 1 1 2 1 1 2 2 1 1 2 2 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1
 2 1 1 1 1 1 1 1 1]",57,0.7
"And if he is the lovely Lady, I shall pretend to spring upon her, and so compel her to do my bidding.","[3, 2, 2, 2, 3, 6, 4, 1, 5, 7, 2, 6, 4, 3, 3, 2, 6, 3, 2, 2, 2, 7]",77,[1 1 1 1 1 3 2 1 1 2 1 1 2 1 1 1 2 1 1 1 1 2],29,0.5
"And if he is the great Head, he will be at my mercy; for I will roll this head all about the room until he promises to give us what we desire.","[3, 2, 2, 2, 3, 5, 4, 2, 4, 2, 2, 2, 5, 3, 1, 4, 4, 4, 4, 3, 5, 3, 4, 5, 2, 8, 2, 4, 2, 4, 2, 6]",108,[1 1 1 1 1 2 2 1 1 1 1 1 2 1 1 1 1 1 2 1 2 1 1 2 1 2 1 1 1 1 1 2],40,0.8
"So be of good cheer, my friends, for all will yet be well.""","[2, 2, 2, 4, 5, 2, 7, 3, 3, 4, 3, 2, 4]",43,[1 1 1 1 1 1 2 1 1 1 1 1 1],14,0.7
The next morning the soldier with the green whiskers led the Lion to the great Throne Room and bade him enter the presence of Oz.,"[3, 4, 7, 3, 7, 4, 3, 5, 8, 3, 3, 4, 2, 3, 5, 6, 4, 3, 4, 3, 5, 3, 8, 2, 2]",104,[1 1 2 1 3 1 1 1 2 0 1 1 1 1 2 1 1 1 1 1 2 1 2 1 1],31,0.2
"The Lion at once passed through the door, and glancing around saw, to his surprise, that before the throne was a Ball of Fire, so fierce and glowing he could scarcely bear to gaze upon it.","[3, 4, 2, 4, 6, 7, 3, 4, 3, 8, 6, 3, 2, 3, 8, 4, 6, 3, 6, 3, 1, 4, 2, 4, 2, 6, 3, 7, 2, 5, 8, 4, 2, 4, 4, 2]",148,[1 1 1 1 1 1 1 1 1 2 2 1 1 1 2 1 2 1 1 1 1 1 1 1 1 2 1 2 1 1 3 2 1 1 2 1],46,0.0
"His first thought was that Oz had by accident caught on fire and was burning up; but when he tried to go nearer, the heat was so intense that it singed his whiskers, and he crept back tremblingly to a spot nearer the door.","[3, 5, 7, 3, 4, 2, 3, 2, 8, 6, 2, 4, 3, 3, 7, 2, 3, 4, 2, 5, 2, 2, 6, 3, 4, 3, 2, 7, 4, 2, 6, 3, 8, 3, 2, 5, 4, 11, 2, 1, 4, 6, 3, 4]",175,"[1 1 1 1 1 1 1 1 3 1 1 1 1 1 2 1 1 1 1 1 1 1 3 1 2 1 1 2 1 1 1 1 2 1 1 1 1
 3 1 1 1 3 1 1]",56,0.15
"Then a low, quiet voice came from the Ball of Fire, and these were the words it spoke:  ""I am Oz, the Great and Terrible.","[4, 1, 3, 5, 5, 4, 4, 3, 4, 2, 4, 3, 5, 4, 3, 5, 2, 5, 1, 2, 2, 3, 5, 3, 8]",90,[1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2],28,-0.05
"Who are you, and why do you seek me?""","[3, 3, 3, 3, 3, 2, 3, 4, 2]",26,[1 1 1 1 1 1 1 1 1],9,0.0
"And the Lion answered, ""I am a Cowardly Lion, afraid of everything.","[3, 3, 4, 8, 1, 2, 1, 8, 4, 6, 2, 10]",52,[1 1 1 2 1 1 1 3 1 2 1 4],19,-0.6
"I came to you to beg that you give me courage, so that in reality I may become the King of Beasts, as men call me.""","[1, 4, 2, 3, 2, 3, 4, 3, 4, 2, 7, 2, 4, 2, 7, 1, 3, 6, 3, 4, 2, 6, 2, 3, 4, 2]",86,[1 1 1 1 1 1 1 1 1 1 2 1 1 1 4 1 1 2 1 1 1 2 1 1 1 1],32,0.0
"""Why should I give you courage?""","[3, 6, 1, 4, 3, 7]",24,[1 1 1 1 1 2],7,0.0
demanded Oz.,"[8, 2]",10,[2 1],3,0.0
"""Because of all Wizards you are the greatest, and alone have power to grant my request,"" answered the Lion.","[7, 2, 3, 7, 3, 3, 3, 8, 3, 5, 4, 5, 2, 5, 2, 7, 8, 3, 4]",84,[2 1 1 2 1 1 1 3 1 2 1 2 1 1 1 2 2 1 1],27,1.0
"The Ball of Fire burned fiercely for a time, and the voice said, ""Bring me proof that the Wicked Witch is dead, and that moment I will give you courage.","[3, 4, 2, 4, 6, 8, 3, 1, 4, 3, 3, 5, 4, 5, 2, 5, 4, 3, 6, 5, 2, 4, 3, 4, 6, 1, 4, 4, 3, 7]",118,[1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 2],36,-0.2
"But as long as the Witch lives, you must remain a coward.""","[3, 2, 4, 2, 3, 5, 5, 3, 4, 6, 1, 6]",44,[1 1 1 1 1 1 1 1 1 2 1 2],14,-0.05
"The Lion was angry at this speech, but could say nothing in reply, and while he stood silently gazing at the Ball of Fire it became so furiously hot that he turned tail and rushed from the room.","[3, 4, 3, 5, 2, 4, 6, 3, 5, 3, 7, 2, 5, 3, 5, 2, 5, 8, 6, 2, 3, 4, 2, 4, 2, 6, 2, 9, 3, 4, 2, 6, 4, 3, 6, 4, 3, 4]",154,"[1 1 1 2 1 1 1 1 1 1 2 1 2 1 1 1 1 3 2 1 1 1 1 1 1 2 1 3 1 1 1 1 1 1 1 1 1
 1]",47,-0.0833333333333
"He was glad to find his friends waiting for him, and told them of his terrible interview with the Wizard.","[2, 3, 4, 2, 4, 3, 7, 7, 3, 3, 3, 4, 4, 2, 3, 8, 9, 4, 3, 6]",84,[1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 2 4 1 1 2],27,-0.25
"""What shall we do now?""","[4, 5, 2, 2, 3]",16,[1 1 1 1 1],5,0.0
asked Dorothy sadly.,"[5, 7, 5]",17,[1 3 2],6,-0.5
"""There is only one thing we can do,"" returned the Lion, ""and that is to go to the land of the Winkies, seek out the Wicked Witch, and destroy her.""","[5, 2, 4, 3, 5, 2, 3, 2, 8, 3, 4, 3, 4, 2, 2, 2, 2, 3, 4, 2, 3, 7, 4, 3, 3, 6, 5, 3, 7, 3]",109,[1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1],34,-0.1
"""But suppose we cannot?""","[3, 7, 2, 3, 3]",18,[1 2 1 1 1],6,0.0
said the girl.,"[4, 3, 4]",11,[1 1 1],3,0.0
"""Then I shall never have courage,"" declared the Lion.","[4, 1, 5, 5, 4, 7, 8, 3, 4]",41,[1 1 1 2 1 2 2 1 1],12,0.0
"""And I shall never have brains,"" added the Scarecrow.","[3, 1, 5, 5, 4, 6, 5, 3, 9]",41,[1 1 1 2 1 1 1 1 3],12,0.0
"""And I shall never have a heart,"" spoke the Tin Woodman.","[3, 1, 5, 5, 4, 1, 5, 5, 3, 3, 7]",42,[1 1 1 2 1 1 2 1 1 1 2],14,0.0
"""And I shall never see Aunt Em and Uncle Henry,"" said Dorothy, beginning to cry.","[3, 1, 5, 5, 3, 4, 2, 3, 5, 5, 4, 7, 9, 2, 3]",61,[1 1 1 2 1 1 1 1 1 2 1 3 3 1 1],21,0.0
"""Be careful!""","[2, 7]",9,[1 3],4,-0.125
cried the green girl.,"[5, 3, 5, 4]",17,[1 1 1 1],4,-0.2
"""The tears will fall on your green silk gown and spot it.""","[3, 5, 4, 4, 2, 4, 5, 4, 4, 3, 4, 2]",44,[1 2 1 1 1 1 1 1 1 1 1 1],13,-0.2
"So Dorothy dried her eyes and said, ""I suppose we must try it; but I am sure I do not want to kill anybody, even to see Aunt Em again.""","[2, 7, 5, 3, 4, 3, 4, 1, 7, 2, 4, 3, 2, 3, 1, 2, 4, 1, 2, 3, 4, 2, 4, 7, 4, 2, 3, 4, 2, 5]",100,[1 3 1 1 0 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 2 1 1 1 1 2],37,0.15
"""I will go with you; but I'm too much of a coward to kill the Witch,"" said the Lion.","[1, 4, 2, 4, 3, 3, 1, 2, 3, 4, 2, 1, 6, 2, 4, 3, 5, 4, 3, 4]",61,[1 1 1 1 1 1 1 0 1 1 1 1 2 1 1 1 1 1 1 1],20,0.2
"""I will go too,"" declared the Scarecrow; ""but I shall not be of much help to you, I am such a fool.""","[1, 4, 2, 3, 8, 3, 9, 3, 1, 5, 3, 2, 2, 4, 4, 2, 3, 1, 2, 4, 1, 4]",71,[1 1 1 1 2 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],25,0.1
"""I haven't the heart to harm even a Witch,"" remarked the Tin Woodman; ""but if you go I certainly shall go with you.""","[1, 4, 3, 3, 5, 2, 4, 4, 1, 5, 8, 3, 3, 7, 3, 2, 3, 2, 1, 9, 5, 2, 4, 3]",87,[1 1 0 1 2 1 1 2 1 1 2 1 1 2 1 1 1 1 1 3 1 1 1 1],29,0.214285714286
"Therefore it was decided to start upon their journey the next morning, and the Woodman sharpened his axe on a green grindstone and had all his joints properly oiled.","[9, 2, 3, 7, 2, 5, 4, 5, 7, 3, 4, 7, 3, 3, 7, 9, 3, 3, 2, 1, 5, 10, 3, 3, 3, 3, 6, 8, 5]",135,[3 1 1 2 1 1 2 1 2 1 1 2 1 1 2 2 1 1 1 1 1 2 1 1 1 1 1 3 1],40,-0.0666666666667
The Scarecrow stuffed himself with fresh straw and Dorothy put new paint on his eyes that he might see better.,"[3, 9, 7, 7, 4, 5, 5, 3, 7, 3, 3, 5, 2, 3, 4, 4, 2, 5, 3, 6]",90,[1 3 1 2 1 1 1 1 3 1 1 1 1 1 0 1 1 1 1 2],25,0.312121212121
"The green girl, who was very kind to them, filled Dorothy's basket with good things to eat, and fastened a little bell around Toto's neck with a green ribbon.","[3, 5, 4, 3, 3, 4, 4, 2, 4, 6, 7, 2, 6, 4, 4, 6, 2, 3, 3, 8, 1, 6, 4, 6, 4, 2, 4, 4, 1, 5, 6]",126,[1 1 1 1 1 2 1 1 1 1 3 0 2 1 1 1 1 2 1 2 1 1 1 2 2 0 1 1 1 1 2],38,0.215416666667
"They went to bed quite early and slept soundly until daylight, when they were awakened by the crowing of a green cock that lived in the back yard of the Palace, and the cackling of a hen that had laid a green egg.","[4, 4, 2, 3, 5, 5, 3, 5, 7, 5, 8, 4, 4, 4, 8, 2, 3, 7, 2, 1, 5, 4, 4, 5, 2, 3, 4, 4, 2, 3, 6, 3, 3, 8, 2, 1, 3, 4, 3, 4, 1, 5, 3]",168,"[1 1 1 0 1 3 1 1 2 2 2 1 1 1 3 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 2 1 1 1
 1 1 1 1 1 1]",53,0.02
12.,[2],2,[0],0,0.0
The Search for the Wicked Witch   The soldier with the green whiskers led them through the streets of the Emerald City until they reached the room where the Guardian of the Gates lived.,"[3, 6, 3, 3, 6, 5, 3, 7, 4, 3, 5, 8, 3, 4, 7, 3, 7, 2, 3, 7, 4, 5, 4, 7, 3, 4, 5, 3, 8, 2, 3, 5, 5]",150,[1 2 1 1 1 1 1 3 1 1 1 2 0 1 1 1 1 1 1 3 2 2 1 2 1 1 1 1 3 1 1 1 1],43,-0.2
"This officer unlocked their spectacles to put them back in his great box, and then he politely opened the gate for our friends.","[4, 7, 8, 5, 10, 2, 3, 4, 4, 2, 3, 5, 3, 3, 4, 2, 8, 6, 3, 4, 3, 3, 7]",103,[1 3 2 1 2 1 1 1 1 1 1 2 1 1 1 1 4 2 1 1 1 1 2],33,0.4
"""Which road leads to the Wicked Witch of the West?""","[5, 4, 5, 2, 3, 6, 5, 2, 3, 4]",39,[1 1 2 1 1 1 1 1 1 1],11,0.0
asked Dorothy.,"[5, 7]",12,[1 3],4,0.0
"""There is no road,"" answered the Guardian of the Gates.","[5, 2, 2, 4, 8, 3, 8, 2, 3, 5]",42,[1 1 1 1 2 1 3 1 1 1],13,0.0
"""No one ever wishes to go that way.""","[2, 3, 4, 6, 2, 2, 4, 3]",26,[1 1 2 1 1 1 1 1],9,0.0
"""How, then, are we to find her?""","[3, 4, 3, 2, 2, 4, 3]",21,[1 1 1 1 1 1 1],7,0.0
inquired the girl.,"[8, 3, 4]",15,[2 1 1],4,0.0
"""That will be easy,"" replied the man, ""for when she knows you are in the country of the Winkies she will find you, and make you all her slaves.""","[4, 4, 2, 4, 7, 3, 3, 3, 4, 3, 5, 3, 3, 2, 3, 7, 2, 3, 7, 3, 4, 4, 3, 3, 4, 3, 3, 3, 6]",108,[1 1 1 3 2 1 1 1 1 0 1 1 1 1 1 2 1 1 2 0 1 1 1 1 1 1 1 1 1],32,0.433333333333
"""Perhaps not,"" said the Scarecrow, ""for we mean to destroy her.""","[7, 3, 4, 3, 9, 3, 2, 4, 2, 7, 3]",47,[2 1 1 1 3 1 1 2 1 2 1],16,-0.25625
"""Oh, that is different,"" said the Guardian of the Gates.","[2, 4, 2, 9, 4, 3, 8, 2, 3, 5]",42,[1 1 1 3 1 1 3 1 1 1],14,0.0
"""No one has ever destroyed her before, so I naturally thought she would make slaves of you, as she has of the rest.","[2, 3, 3, 4, 9, 3, 6, 2, 1, 9, 7, 3, 5, 4, 6, 2, 3, 2, 3, 3, 2, 3, 4]",89,[1 1 1 2 1 1 2 1 1 4 1 0 1 1 1 1 1 1 0 1 1 1 1],26,0.1
"But take care; for she is wicked and fierce, and may not allow you to destroy her.","[3, 4, 4, 3, 3, 2, 6, 3, 6, 3, 3, 3, 5, 3, 2, 7, 3]",63,[1 1 1 1 0 1 1 1 2 1 1 1 2 1 1 2 1],19,-0.2
"Keep to the West, where the sun sets, and you cannot fail to find her.""","[4, 2, 3, 4, 5, 3, 3, 4, 3, 3, 3, 3, 4, 2, 4, 3]",53,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],16,-0.5
"They thanked him and bade him good-bye, and turned toward the West, walking over fields of soft grass dotted here and there with daisies and buttercups.","[4, 7, 3, 3, 4, 3, 8, 3, 6, 6, 3, 4, 7, 4, 6, 2, 4, 5, 6, 4, 3, 5, 4, 7, 3, 10]",124,[1 1 1 1 1 1 1 1 1 2 1 1 2 2 2 1 1 1 1 1 1 1 1 2 1 3],33,0.1
"Dorothy still wore the pretty silk dress she had put on in the palace, but now, to her surprise, she found it was no longer green, but pure white.","[7, 5, 4, 3, 6, 4, 5, 3, 3, 3, 2, 2, 3, 6, 3, 3, 2, 3, 8, 3, 5, 2, 3, 2, 6, 5, 3, 4, 5]",113,[3 1 1 1 2 1 1 0 1 1 1 1 1 2 1 1 1 1 2 0 1 1 1 1 2 1 1 1 1],33,0.0660714285714
The ribbon around Toto's neck had also lost its green color and was as white as Dorothy's dress.,"[3, 6, 6, 4, 2, 4, 3, 4, 4, 3, 5, 5, 3, 3, 2, 5, 2, 7, 2, 5]",78,[1 2 2 2 0 1 1 2 1 1 1 2 1 1 1 1 1 3 0 1],25,-0.1
The Emerald City was soon left far behind.,"[3, 7, 4, 3, 4, 4, 3, 6]",34,[1 3 2 1 1 1 1 2],12,-0.1
"As they advanced the ground became rougher and hillier, for there were no farms nor houses in this country of the West, and the ground was untilled.","[2, 4, 8, 3, 6, 6, 7, 3, 7, 3, 5, 4, 2, 5, 3, 6, 2, 4, 7, 2, 3, 4, 3, 3, 6, 3, 8]",119,[1 1 2 1 1 2 2 1 3 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2],34,0.4
"In the afternoon the sun shone hot in their faces, for there were no trees to offer them shade; so that before night Dorothy and Toto and the Lion were tired, and lay down upon the grass and fell asleep, with the Woodman and the Scarecrow keeping watch.","[2, 3, 9, 3, 3, 5, 3, 2, 5, 5, 3, 5, 4, 2, 5, 2, 5, 4, 5, 2, 4, 6, 5, 7, 3, 4, 3, 3, 4, 4, 5, 3, 3, 4, 4, 3, 5, 3, 4, 6, 4, 3, 7, 3, 3, 9, 7, 5]",201,"[1 1 3 1 1 1 1 1 1 1 1 1 1 1 0 1 2 1 1 1 1 2 1 3 1 2 1 1 1 1 1 1 1 1 2 1 1
 1 1 2 1 1 2 1 1 3 2 1]",60,-0.101851851852
"Now the Wicked Witch of the West had but one eye, yet that was as powerful as a telescope, and could see everywhere.","[3, 3, 6, 5, 2, 3, 4, 3, 3, 3, 3, 3, 4, 3, 2, 8, 2, 1, 9, 3, 5, 3, 10]",91,[1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 3 1 1 3 1 1 1 4],29,0.3
"So, as she sat in the door of her castle, she happened to look around and saw Dorothy lying asleep, with her friends all about her.","[2, 2, 3, 3, 2, 3, 4, 2, 3, 6, 3, 8, 2, 4, 6, 3, 3, 7, 5, 6, 4, 3, 7, 3, 5, 3]",102,[1 1 0 1 1 1 1 1 1 1 0 2 1 1 2 1 1 3 1 2 1 1 2 1 2 1],31,0.0
