0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
"There were plenty of these fellows around, going about their business.","[5, 4, 6, 2, 5, 7, 6, 5, 5, 5, 8]",58,"[1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 3]",17,0.0,15,1,1,0
Hundreds of 'em.,"[8, 2, 3]",13,"[2, 1, 1]",4,0.0,10,1,1,1
Do you think they stopped to look at us?,"[2, 3, 5, 4, 7, 2, 4, 2, 2]",31,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",9,0.0,6,1,1,1
Do you think they were curious?,"[2, 3, 5, 4, 4, 7]",25,"[1, 1, 1, 1, 1, 2]",7,-0.1,10,1,1,1
Do you think they talked to us?,"[2, 3, 5, 4, 6, 2, 2]",24,"[1, 1, 1, 1, 1, 1, 1]",7,0.0,10,1,1,1
Called the police?,"[6, 3, 6]",15,"[1, 1, 2]",4,0.0,10,1,1,1
Did anything at all?,"[3, 8, 2, 3]",16,"[1, 3, 1, 1]",6,0.0,10,1,1,1
"""No,"" he answered himself.","[2, 2, 8, 7]",19,"[1, 1, 2, 2]",6,0.0,10,1,1,1
"""They just walked around us as if we were a stick of something in the way.","[4, 4, 6, 6, 2, 2, 2, 2, 4, 1, 5, 2, 9, 2, 3, 3]",57,"[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1]",19,0.0,15,1,1,0
They don't say anything to each other.,"[4, 2, 3, 3, 8, 2, 4, 5]",31,"[1, 1, 0, 1, 3, 1, 2, 2]",11,-0.125,0,1,1,1
"They just go on about their affairs, dragging things, carrying food, herding young ones, and not a darn word.","[4, 4, 2, 2, 5, 5, 7, 8, 6, 8, 4, 7, 5, 4, 3, 3, 1, 4, 4]",86,"[1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1]",24,0.1,16,0,0,0
"""They looked at us, and didn't even act as if they saw us.","[4, 6, 2, 2, 3, 3, 3, 4, 3, 2, 2, 4, 3, 2]",43,"[1, 1, 1, 1, 1, 1, 0, 2, 1, 1, 1, 1, 1, 1]",14,0.0,6,1,1,1
"When we stopped one, it squirmed out of our grasp and walked away.","[4, 2, 7, 3, 2, 8, 3, 2, 3, 5, 3, 6, 4]",52,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",14,0.0,6,1,1,1
"Finally we took this fellow, simply grabbed him off the street, tied him up, stuffed him in the jeep and kidnaped him.","[7, 2, 4, 4, 6, 6, 7, 3, 3, 3, 6, 4, 3, 2, 7, 3, 2, 3, 4, 3, 8, 3]",93,"[3, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",27,0.0,2,0,0,0
And do you think anybody cared or turned in an alarm or tried to help him?,"[3, 2, 3, 5, 7, 5, 2, 6, 2, 2, 5, 2, 5, 2, 4, 3]",58,"[1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",20,0.0,15,1,1,0
"No!""",[2],2,[1],1,0.0,10,1,1,1
Lockhart looked at the prisoner a moment.,"[8, 6, 2, 3, 8, 1, 6]",34,"[2, 1, 1, 1, 3, 1, 2]",11,0.0,6,1,1,1
The Martian stared at him out of his unwinking multiple eyes.,"[3, 7, 6, 2, 3, 3, 2, 3, 9, 8, 4]",50,"[1, 3, 1, 1, 1, 1, 1, 1, 3, 2, 0]",15,0.0,6,1,1,1
"""Are you sure these are the engineers of the canals, the builders?""","[3, 3, 4, 5, 3, 3, 9, 2, 3, 6, 3, 8]",52,"[1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 2]",16,0.5,17,1,1,2
Boulton nodded.,"[7, 6]",13,"[2, 1]",3,0.0,10,1,1,1
"""Definitely.",[10],10,[5],5,0.0,10,1,1,1
We saw some of them at work.,"[2, 3, 4, 2, 4, 2, 4]",21,"[1, 1, 1, 1, 1, 1, 1]",7,0.0,10,1,1,1
They were repairing a house and they used tools and fire.,"[4, 4, 9, 1, 5, 3, 4, 4, 5, 3, 4]",46,"[1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1]",13,0.0,6,1,1,1
"They have machines, and they use them.","[4, 4, 8, 3, 4, 3, 4]",30,"[1, 1, 2, 1, 1, 1, 1]",8,0.0,6,1,1,1
"They've got their city working and well laid out, but I don't know how they do it.","[4, 3, 3, 5, 4, 7, 3, 4, 4, 3, 3, 1, 2, 3, 4, 3, 4, 2, 2]",64,"[1, 0, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",19,0.0,15,1,1,0
"They must communicate in some way, but they act as if they had been drilled in their jobs and were going through an elaborate and complicated pantomime.","[4, 4, 11, 2, 4, 3, 3, 4, 3, 2, 2, 4, 3, 4, 7, 2, 5, 4, 3, 4, 5, 7, 2, 9, 3, 11, 9]",124,"[1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 3, 3]",37,0.0,4,0,0,3
"Even the young don't utter a peep.""","[4, 3, 5, 2, 3, 5, 1, 4]",27,"[2, 1, 1, 1, 0, 2, 1, 1]",9,0.05,6,1,1,1
Lockhart stepped back a bit.,"[8, 7, 4, 1, 3]",23,"[2, 1, 1, 1, 1]",6,0.0,10,1,1,1
"""Untie this fellow.","[5, 4, 6]",15,"[2, 1, 2]",5,0.0,10,1,1,1
"Let's see what he does.""","[3, 2, 3, 4, 2, 4]",18,"[1, 0, 1, 1, 1, 0]",4,0.0,10,1,1,1
"When the Martian had been released from the enveloping net, it made no effort to communicate.","[4, 3, 7, 3, 4, 8, 4, 3, 10, 3, 2, 4, 2, 6, 2, 11]",76,"[1, 1, 3, 1, 1, 3, 1, 1, 4, 1, 1, 1, 1, 2, 1, 4]",27,0.0,2,0,0,0
"It turned slowly around, a little wobbly at first, and wandered off, paying no attention to the men, the ship, or the jeep.","[2, 6, 6, 6, 1, 6, 6, 2, 5, 3, 8, 3, 6, 2, 9, 2, 3, 3, 3, 4, 2, 3, 4]",95,"[1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1]",29,-0.0791666666667,2,0,0,0
Then it started walking at a rapid pace.,"[4, 2, 7, 7, 2, 1, 5, 4]",32,"[1, 1, 1, 2, 1, 1, 2, 1]",10,0.0,6,1,1,1
The men watched as it trotted into the desert--away from the city!,"[3, 3, 7, 2, 2, 7, 4, 3, 6, 4, 4, 3, 4]",52,"[1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2]",17,0.0,15,1,1,1
"It seemed to wander around as if lost, and then set out in another direction, but still one that would not take it to the city which was quite plainly in view.","[2, 6, 2, 6, 6, 2, 2, 4, 3, 4, 3, 3, 2, 7, 9, 3, 5, 3, 4, 5, 3, 4, 2, 2, 3, 4, 5, 3, 5, 7, 2, 4]",125,"[1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2]",41,-0.214285714286,13,0,0,3
"The Martian disappeared from view behind a series of small hummocks, still bound for nowhere.","[3, 7, 11, 4, 4, 6, 1, 6, 2, 5, 8, 5, 5, 3, 7]",77,"[1, 3, 4, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2]",25,-0.325,18,1,1,0
The men were lost in amazement.,"[3, 3, 4, 4, 2, 9]",25,"[1, 1, 1, 1, 1, 4]",9,0.0,10,1,1,1
Russell Clyde uttered a low whistle.,"[7, 5, 7, 1, 3, 7]",30,"[2, 1, 2, 1, 1, 1]",8,0.0,6,1,1,1
"""Burl's right.","[4, 2, 5]",11,"[1, 0, 1]",2,0.285714285714,9,1,1,1
"It must be a sort of insect.""","[2, 4, 2, 1, 4, 2, 6]",21,"[1, 1, 1, 1, 1, 1, 2]",8,0.0,10,1,1,1
"""This whole civilization seems to be insectlike, if you ask me,"" said Burl.","[4, 5, 12, 5, 2, 2, 10, 2, 3, 3, 2, 4, 4]",58,"[1, 1, 5, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1]",19,0.2,16,1,1,2
"""It's like a huge anthill, or a big bee-hive.","[2, 2, 4, 1, 4, 7, 2, 1, 3, 8]",34,"[1, 0, 1, 1, 1, 2, 1, 1, 1, 2]",11,0.2,9,1,1,1
"It seems complicated, and the creatures go through complex activities, and all the time it's something they were born with.""","[2, 5, 11, 3, 3, 9, 2, 7, 7, 10, 3, 3, 3, 4, 2, 2, 9, 4, 4, 4, 4]",101,"[1, 1, 3, 1, 1, 3, 1, 1, 2, 4, 1, 1, 1, 1, 1, 0, 3, 1, 1, 1, 1]",30,-0.4,13,0,0,0
Ferrati nodded.,"[7, 6]",13,"[3, 1]",4,0.0,10,1,1,1
"""Now that you mention it, that's exactly what the city was like.","[3, 4, 3, 7, 2, 4, 2, 7, 4, 3, 4, 3, 4]",50,"[1, 1, 1, 2, 1, 1, 0, 3, 1, 1, 2, 1, 1]",16,0.25,9,1,1,2
Nobody gave orders--everybody just did what they were supposed to do.,"[6, 4, 6, 9, 4, 3, 4, 4, 4, 8, 2, 2]",56,"[3, 1, 2, 5, 1, 1, 1, 1, 1, 2, 1, 1]",20,0.0,15,1,1,0
"Nobody was curious about us because it wasn't their business.""","[6, 3, 7, 5, 2, 7, 2, 3, 3, 5, 8]",51,"[3, 1, 2, 2, 1, 2, 1, 1, 0, 1, 3]",17,-0.1,15,1,1,0
"""And, individually, they haven't intelligence,"" Clyde added.","[3, 12, 4, 4, 3, 12, 5, 5]",48,"[1, 5, 1, 1, 0, 4, 1, 1]",14,0.0,6,1,1,1
"""That one--the one you took away from his work--plainly is lost.","[4, 3, 3, 3, 3, 4, 4, 4, 3, 4, 7, 2, 4]",48,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1]",15,0.0,6,1,1,1
He doesn't know how to go about getting back.,"[2, 4, 3, 4, 3, 2, 2, 5, 7, 4]",36,"[1, 0, 0, 1, 1, 1, 1, 2, 2, 1]",10,0.0,6,1,1,1
He has no curiosity about us ... he may not even have much of a brain.,"[2, 3, 2, 9, 5, 2, 2, 3, 3, 4, 4, 4, 2, 1, 5]",51,"[1, 1, 1, 4, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",20,0.2,16,1,1,2
Individual ants have no brain--only a sort of central nerve center.,"[10, 4, 4, 2, 5, 4, 1, 4, 2, 7, 5, 6]",54,"[4, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2]",18,-0.0333333333333,15,1,1,0
"Collectively, they perform wonders; individually, they are quite helpless.""","[12, 4, 7, 7, 12, 4, 3, 5, 8]",62,"[5, 1, 2, 2, 5, 1, 1, 1, 2]",20,0.0,15,1,1,0
Lockhart interrupted the discussion.,"[8, 11, 3, 10]",32,"[2, 3, 1, 3]",9,0.0,6,1,1,1
"""Well, then, let's get on with it.","[4, 4, 3, 2, 3, 2, 4, 2]",24,"[1, 1, 1, 0, 1, 1, 1, 1]",7,0.0,10,1,1,1
"Obviously, the Sun-tap builders placed their station in this city because it was a safe spot, protected by the Martians themselves, and because the Martians would never think to interfere with them.","[9, 3, 7, 8, 6, 5, 7, 2, 4, 4, 7, 2, 3, 1, 4, 4, 9, 2, 3, 8, 10, 3, 7, 3, 8, 5, 5, 5, 2, 9, 4, 4]",163,"[3, 1, 2, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 3, 2, 1, 2, 1, 3, 1, 2, 1, 1, 3, 1, 1]",49,0.25,19,0,0,3
"So you men can go back, take your stuff, dig out the station and put it out of commission.","[2, 3, 3, 3, 2, 4, 4, 4, 5, 3, 3, 3, 7, 3, 3, 2, 3, 2, 10]",69,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3]",22,0.0,15,1,1,0
"Get going.""","[3, 5]",8,"[1, 1]",2,0.0,10,1,1,1
Haines and Burl climbed into the jeep with Boulton and Ferrati.,"[6, 3, 4, 7, 4, 3, 4, 4, 7, 3, 7]",52,"[1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 3]",15,0.0,6,1,1,1
"Russell Clyde insisted on joining them, and Lockhart gave his consent.","[7, 5, 8, 2, 7, 4, 3, 8, 4, 3, 7]",58,"[2, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2]",16,0.0,15,1,1,1
"Off they went, rumbling over the sand toward the city of instinct.","[3, 4, 4, 8, 4, 3, 4, 6, 3, 4, 2, 8]",53,"[1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2]",17,0.0,15,1,1,1
Burl was excited and curious about the Martians.,"[4, 3, 7, 3, 7, 5, 3, 8]",40,"[1, 1, 2, 1, 2, 2, 1, 3]",13,0.1375,9,1,1,1
They presented a strange mixture of contradictions.,"[4, 9, 1, 7, 7, 2, 14]",44,"[1, 2, 1, 1, 2, 1, 4]",12,-0.05,6,1,1,1
"""How,"" he asked Russ, ""could they have built a world-wide network of canals, set up pumping stations, laid out plantations, mastered hydraulic and power engineering, if they are mere creatures of instinct?","[3, 2, 5, 4, 5, 4, 4, 5, 1, 10, 7, 2, 6, 3, 2, 7, 8, 4, 3, 11, 8, 9, 3, 5, 11, 2, 4, 3, 4, 9, 2, 8]",164,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 1, 3, 2, 3, 1, 2, 4, 1, 1, 1, 1, 3, 1, 2]",49,-0.5,13,0,0,3
Surely there must be brainy ones somewhere?,"[6, 5, 4, 2, 6, 4, 9]",36,"[3, 1, 1, 1, 2, 1, 3]",12,0.5,17,1,1,2
"A thinker species?""","[1, 7, 7]",15,"[1, 2, 2]",5,0.0,10,1,1,1
"""Not necessarily,"" said Russ.","[3, 11, 4, 4]",22,"[1, 5, 1, 1]",8,0.0,10,1,1,1
"""Remember, these creatures are operating without opposition--they are really the highest type of life here.","[8, 5, 9, 3, 9, 7, 10, 4, 3, 6, 3, 7, 4, 2, 4, 4]",88,"[3, 1, 3, 1, 4, 2, 4, 1, 1, 3, 1, 2, 1, 1, 1, 1]",30,0.2,1,0,0,2
The need to conserve water and continue their hive life forced them to learn a practical kind of engineering.,"[3, 4, 2, 8, 5, 3, 8, 5, 4, 4, 6, 4, 2, 5, 1, 9, 4, 2, 11]",90,"[1, 0, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 4]",27,0.15,1,0,0,0
"Nobody knows how the ants and bees formed their complex societies--there are none among them with any larger brains than the rest, and they do not talk.","[6, 5, 3, 3, 4, 3, 4, 6, 5, 7, 9, 5, 3, 4, 5, 4, 4, 3, 6, 6, 4, 3, 4, 3, 4, 2, 3, 4]",122,"[3, 1, 1, 1, 1, 1, 0, 1, 1, 2, 4, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",36,-0.15,13,0,0,3
But somehow ants and bees communicate and somehow they act as a mass.,"[3, 7, 4, 3, 4, 11, 3, 7, 4, 3, 2, 1, 4]",56,"[1, 3, 1, 1, 0, 4, 1, 3, 1, 1, 1, 1, 1]",19,0.0,15,1,1,0
"Figure it on a world-wide scale, driven by the threat of their world drying up, and these creatures built up a mechanical civilization to meet it.","[6, 2, 2, 1, 10, 5, 6, 2, 3, 6, 2, 5, 5, 6, 2, 3, 5, 9, 5, 2, 1, 10, 12, 2, 4, 2]",118,"[2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 4, 5, 1, 1, 1]",39,0.0,4,0,0,3
"But it also accounts for why they have never flown, not through the air and not through space, why they haven't attempted radio communication with Earth, and why they don't understand what the Sun-tap station is doing to them.","[3, 2, 4, 8, 3, 3, 4, 4, 5, 5, 3, 7, 3, 3, 3, 3, 7, 5, 3, 4, 4, 3, 9, 5, 13, 4, 5, 3, 3, 4, 2, 3, 10, 4, 3, 7, 7, 2, 5, 2, 4]",184,"[1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 2, 2, 5, 1, 2, 1, 1, 1, 1, 0, 3, 1, 1, 2, 2, 1, 1, 1, 1]",53,0.0,12,0,0,3
"Their world is being killed, and they literally haven't the brains to understand it.""","[5, 5, 2, 5, 6, 3, 4, 9, 4, 3, 3, 6, 2, 10, 2]",69,"[1, 1, 1, 1, 1, 1, 1, 4, 1, 0, 1, 1, 1, 3, 1]",19,-0.2,18,1,1,0
They reached the city.,"[4, 7, 3, 4]",18,"[1, 2, 1, 2]",6,0.0,10,1,1,1
"All about was a silent hustle and bustle of enigmatic, shining, shelled creatures.","[3, 5, 3, 1, 6, 6, 3, 6, 2, 9, 7, 7, 9]",67,"[1, 2, 1, 1, 2, 1, 1, 1, 1, 4, 2, 1, 3]",21,0.05,15,1,1,0
"Superficially, it looked like an intelligent civilization.","[13, 2, 6, 4, 2, 11, 12]",50,"[6, 1, 1, 1, 1, 4, 5]",19,0.8,14,1,1,2
There were wheeled carts driven by some sort of steam generator.,"[5, 4, 7, 5, 6, 2, 4, 4, 2, 5, 9]",53,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 4]",16,0.0,15,1,1,1
Steam-driven engines ran factories.,"[12, 7, 3, 9]",31,"[4, 2, 1, 3]",10,0.0,6,1,1,1
The Martians made way for the jeep with unconcern.,"[3, 8, 4, 3, 3, 3, 4, 4, 9]",41,"[1, 3, 1, 1, 1, 1, 1, 1, 3]",13,0.0,6,1,1,1
Never had they seen creatures as large as themselves that were not of their own kind on hive business.,"[5, 3, 4, 4, 9, 2, 5, 2, 10, 4, 4, 3, 2, 5, 3, 4, 2, 4, 8]",83,"[2, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3]",25,0.471428571429,11,0,0,2
"Hence, none such could exist.","[5, 4, 4, 5, 5]",23,"[1, 1, 1, 1, 2]",6,0.0,10,1,1,1
"This was a world totally without individualism, a civilization without a spoken language, without names, without banners.","[4, 3, 1, 5, 7, 7, 13, 1, 12, 7, 1, 6, 8, 7, 5, 7, 7]",101,"[1, 1, 1, 1, 3, 2, 5, 1, 5, 2, 1, 2, 2, 2, 1, 2, 2]",34,0.0,2,0,0,0
"Wherever or however the mass knowledge was located or transmitted, no individual of another species could ever hope to know.","[8, 2, 7, 3, 4, 9, 3, 7, 2, 11, 2, 10, 2, 7, 7, 5, 4, 4, 2, 4]",103,"[3, 1, 3, 1, 1, 2, 1, 2, 1, 2, 1, 4, 1, 3, 2, 1, 2, 1, 1, 1]",34,0.0,2,0,0,0
It would be forever as remote from human explorers as the farthest star on the farthest galaxy.,"[2, 5, 2, 7, 2, 6, 4, 5, 9, 2, 3, 8, 4, 2, 3, 8, 6]",78,"[1, 1, 1, 3, 1, 2, 1, 2, 3, 1, 1, 2, 1, 1, 1, 2, 3]",27,-0.05,2,0,0,0
They drove to where the Sun-tap masts rose from the ground.,"[4, 5, 2, 5, 3, 7, 5, 4, 4, 3, 6]",48,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",12,0.6,17,1,1,2
"The men parked the jeep out of the way of the silent traffic, climbed out and walked into the rounded door of a building.","[3, 3, 6, 3, 4, 3, 2, 3, 3, 2, 3, 6, 7, 7, 3, 3, 6, 4, 3, 7, 4, 2, 1, 8]",96,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2]",28,0.0,2,0,0,0
Its architecture was not like that of the other buildings.,"[3, 12, 3, 3, 4, 4, 2, 3, 5, 9]",48,"[1, 4, 1, 1, 1, 1, 1, 1, 2, 2]",15,-0.125,0,1,1,1
Inside the chambers were dark.,"[6, 3, 8, 4, 4]",25,"[2, 1, 2, 1, 1]",7,-0.15,0,1,1,1
"""These creatures have no lights,"" remarked Boulton.","[5, 9, 4, 2, 6, 8, 7]",41,"[1, 3, 1, 1, 1, 2, 2]",11,0.0,6,1,1,1
"""They must use their feelers indoors.""","[4, 4, 3, 5, 7, 7]",30,"[1, 1, 1, 1, 2, 2]",8,0.0,6,1,1,1
"""Ah, but look,"" said Burl, reaching out a hand to a little globe set on a pole in the floor.","[2, 3, 4, 4, 4, 8, 3, 1, 4, 2, 1, 6, 5, 3, 2, 1, 4, 2, 3, 5]",67,"[1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",22,-0.1875,18,1,1,0
He touched it and the globe lighted up.,"[2, 7, 2, 3, 3, 5, 7, 2]",31,"[1, 1, 1, 1, 1, 1, 1, 1]",8,0.0,6,1,1,1
"""The Sun-tap builders needed light and put in their own fixtures here.","[3, 7, 8, 6, 5, 3, 3, 2, 5, 3, 8, 4]",57,"[1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1]",15,0.5,17,1,1,2
"I recognize their style.""","[1, 9, 5, 5]",20,"[1, 3, 1, 1]",6,0.0,10,1,1,1
"The five men followed a hallway that sloped down into the ground, and came out into a large underground cellar--several hundred feet wide.","[3, 4, 3, 8, 1, 7, 4, 6, 4, 4, 3, 6, 3, 4, 3, 4, 1, 5, 11, 6, 7, 7, 4, 4]",112,"[1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 3, 2, 3, 1, 1, 1]",33,-0.0137566137566,2,0,0,3
It was the Sun-tap station.,"[2, 3, 3, 7, 7]",22,"[1, 1, 1, 2, 2]",7,0.0,10,1,1,1
"There were the now-familiar globes and rods, the force fields, the controls, the pedestals and the ends of the rotating masts.","[5, 4, 3, 12, 6, 3, 4, 3, 5, 6, 3, 8, 3, 9, 3, 3, 4, 2, 3, 8, 5]",102,"[1, 1, 1, 5, 1, 1, 1, 1, 1, 2, 1, 2, 1, 3, 1, 1, 1, 1, 1, 3, 1]",31,0.0,2,0,0,0
"They made their recordings, and Burl got ready to turn off the station.","[4, 4, 5, 10, 3, 4, 3, 5, 2, 4, 3, 3, 7]",57,"[1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 2]",18,0.2,16,1,1,2
"Ferrati and Haines uncrated a small, tactical atomic bomb they had carried with them--one of the smallest perfected by the Army during the past half dozen years.","[7, 3, 6, 8, 1, 5, 8, 6, 4, 4, 3, 7, 4, 4, 3, 2, 3, 8, 9, 2, 3, 4, 6, 3, 4, 4, 5, 5]",131,"[3, 1, 1, 2, 1, 1, 3, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 2, 2]",42,-0.222222222222,13,0,0,3
They laid it down in the center of the equipment and set the timer for a half hour away.,"[4, 4, 2, 4, 2, 3, 6, 2, 3, 9, 3, 3, 3, 5, 3, 1, 4, 4, 4]",69,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 2]",24,-0.140740740741,18,1,1,0
Boulton found the alarm globe and prepared to blow it up.,"[7, 5, 3, 5, 5, 3, 8, 2, 4, 2, 2]",46,"[2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1]",14,0.0,6,1,1,1
Then Burl took the control panel and switched off the station.,"[4, 4, 4, 3, 7, 5, 3, 8, 3, 3, 7]",51,"[1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2]",14,0.0,6,1,1,1
They heard the thud of a crumbling mast.,"[4, 5, 3, 4, 2, 1, 9, 4]",32,"[1, 2, 1, 1, 1, 1, 2, 1]",10,0.0,6,1,1,1
Boulton fired a shot into the alarm globe which had begun to turn red.,"[7, 5, 1, 4, 4, 3, 5, 5, 5, 3, 5, 2, 4, 3]",56,"[2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 0]",17,0.0,15,1,1,1
It smashed.,"[2, 7]",9,"[1, 1]",2,0.0,10,1,1,1
"""All right, men,"" snapped Haines, ""let's go!""","[3, 5, 3, 7, 6, 3, 2, 2]",31,"[1, 1, 1, 1, 1, 1, 0, 1]",7,0.357142857143,9,1,1,2
"As they moved toward the exit, Boulton hesitated.","[2, 4, 5, 6, 3, 4, 7, 9]",40,"[1, 1, 1, 2, 1, 2, 2, 3]",13,0.0,6,1,1,1
"""Hey,"" he said, ""there's one globe still in action!""","[3, 2, 4, 5, 2, 3, 5, 5, 2, 6]",37,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 2]",10,0.125,6,1,1,1
The others turned in time to see Boulton stride over to a very small globe which was glowing pale yellow against the wall near the doorway.,"[3, 6, 6, 2, 4, 2, 3, 7, 6, 4, 2, 1, 4, 5, 5, 5, 3, 7, 4, 6, 7, 3, 4, 4, 3, 7]",113,"[1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2]",35,-0.10875,13,0,0,0
"The Marine captain drew his pistol, aimed and fired.","[3, 6, 7, 4, 3, 6, 5, 3, 5]",42,"[1, 2, 2, 1, 1, 2, 1, 1, 1]",12,0.0,6,1,1,1
"The globe burst, but as it did so, a level bolt of yellow light shot back along the path of the bullet.","[3, 5, 5, 3, 2, 2, 3, 2, 1, 5, 4, 2, 6, 5, 4, 4, 5, 3, 4, 2, 3, 6]",79,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2]",26,0.133333333333,16,0,0,0
"For a split second, Boulton was outlined in yellow fire.","[3, 1, 5, 6, 7, 3, 8, 2, 6, 4]",45,"[1, 1, 1, 2, 2, 1, 2, 1, 2, 1]",14,0.0,6,1,1,1
There was a flash like lightning.,"[5, 3, 1, 5, 4, 9]",27,"[1, 1, 1, 1, 1, 2]",7,0.0,10,1,1,1
"Each man reached for his weapons, but the underground station remained dark and dead.","[4, 3, 7, 3, 3, 7, 3, 3, 11, 7, 8, 4, 3, 4]",70,"[2, 1, 2, 1, 1, 3, 1, 1, 3, 2, 2, 1, 1, 2]",23,-0.175,18,1,1,0
Their flashlights turned on Boulton.,"[5, 11, 6, 2, 7]",31,"[1, 2, 1, 1, 2]",7,0.0,10,1,1,1
The stocky Marine was lying on the ground.,"[3, 6, 6, 3, 5, 2, 3, 6]",34,"[1, 2, 2, 1, 1, 1, 1, 1]",10,0.0,6,1,1,1
They ran to him.,"[4, 3, 2, 3]",12,"[1, 1, 1, 1]",4,0.0,10,1,1,1
"""He's alive!""","[2, 2, 5]",9,"[1, 0, 2]",3,0.125,10,1,1,1
"cried Haines, as he saw that Boulton was still breathing, his breath whistling back and forth through the oxygen mask.","[5, 6, 2, 2, 3, 4, 7, 3, 5, 9, 3, 6, 9, 4, 3, 5, 7, 3, 6, 4]",96,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 2, 2, 1, 1, 1, 1, 1, 3, 1]",27,0.0,2,0,0,0
Quickly Haines examined him.,"[7, 6, 8, 3]",24,"[2, 1, 3, 1]",7,0.333333333333,9,1,1,2
"""His heart's all right.","[3, 5, 2, 3, 5]",18,"[1, 2, 0, 1, 1]",5,0.285714285714,9,1,1,2
"He's just been knocked unconscious.""","[2, 2, 4, 4, 7, 11]",30,"[1, 0, 1, 1, 1, 3]",7,0.0,10,1,1,1
